"mV"
-2.4375
-2.4375
-2.4375
-2.40625
-2.40625
-2.40625
-2.40625
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.34375
-2.34375
-2.34375
-2.34375
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.34375
-2.34375
-2.34375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.34375
-2.3125
-2.3125
-2.28125
-2.28125
-2.25
-2.21875
-2.1875
-2.15625
-2.125
-2.0625
-2.03125
-2.0
-1.9375
-1.90625
-1.875
-1.8125
-1.75
-1.6875
-1.625
-1.5625
-1.5
-1.40625
-1.34375
-1.25
-1.1875
-1.09375
-1.03125
-0.9375
-0.875
-0.78125
-0.71875
-0.65625
-0.5625
-0.5
-0.4375
-0.34375
-0.28125
-0.21875
-0.15625
-0.0625
0.0
0.0625
0.125
0.1875
0.21875
0.28125
0.34375
0.40625
0.46875
0.53125
0.5625
0.625
0.65625
0.71875
0.75
0.8125
0.875
0.90625
0.96875
1.0
1.0625
1.09375
1.125
1.15625
1.21875
1.25
1.28125
1.34375
1.375
1.40625
1.40625
1.4375
1.4375
1.4375
1.4375
1.4375
1.4375
1.40625
1.375
1.34375
1.28125
1.25
1.1875
1.15625
1.09375
1.03125
0.96875
0.9375
0.875
0.84375
0.78125
0.75
0.6875
0.65625
0.625
0.5625
0.53125
0.46875
0.4375
0.375
0.34375
0.28125
0.21875
0.1875
0.125
0.0625
0.0
-0.0625
-0.125
-0.15625
-0.21875
-0.25
-0.3125
-0.34375
-0.40625
-0.4375
-0.5
-0.53125
-0.59375
-0.65625
-0.6875
-0.75
-0.78125
-0.84375
-0.875
-0.9375
-0.96875
-1.0
-1.0625
-1.09375
-1.15625
-1.21875
-1.25
-1.3125
-1.34375
-1.40625
-1.4375
-1.46875
-1.5
-1.53125
-1.5625
-1.59375
-1.625
-1.65625
-1.6875
-1.71875
-1.75
-1.78125
-1.8125
-1.84375
-1.90625
-1.9375
-1.96875
-1.96875
-2.0
-2.03125
-2.0625
-2.0625
-2.09375
-2.09375
-2.09375
-2.125
-2.125
-2.15625
-2.15625
-2.15625
-2.1875
-2.1875
-2.1875
-2.21875
-2.21875
-2.25
-2.25
-2.28125
-2.28125
-2.28125
-2.3125
-2.3125
-2.3125
-2.3125
-2.3125
-2.34375
-2.34375
-2.34375
-2.34375
-2.34375
-2.375
-2.375
-2.40625
-2.40625
-2.40625
-2.40625
-2.4375
-2.4375
-2.4375
-2.4375
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
-2.46875
-2.46875
-2.46875
-2.46875
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.40625
-2.40625
-2.40625
-2.40625
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.34375
-2.34375
-2.34375
-2.34375
-2.34375
-2.34375
-2.3125
-2.3125
-2.28125
-2.28125
-2.25
-2.25
-2.21875
-2.21875
-2.1875
-2.15625
-2.15625
-2.125
-2.09375
-2.0625
-2.03125
-2.0
-1.96875
-1.9375
-1.90625
-1.875
-1.84375
-1.78125
-1.71875
-1.65625
-1.625
-1.5625
-1.5
-1.40625
-1.34375
-1.28125
-1.21875
-1.125
-1.0625
-1.0
-0.9375
-0.875
-0.78125
-0.71875
-0.65625
-0.59375
-0.53125
-0.46875
-0.40625
-0.34375
-0.28125
-0.21875
-0.15625
-0.09375
-0.03125
0.03125
0.09375
0.15625
0.21875
0.28125
0.34375
0.40625
0.46875
0.53125
0.59375
0.65625
0.71875
0.78125
0.8125
0.875
0.9375
1.0
1.03125
1.09375
1.125
1.1875
1.25
1.28125
1.3125
1.375
1.40625
1.4375
1.4375
1.4375
1.4375
1.4375
1.4375
1.40625
1.375
1.34375
1.3125
1.28125
1.21875
1.1875
1.125
1.0625
1.03125
0.96875
0.90625
0.84375
0.8125
0.75
0.6875
0.65625
0.59375
0.5625
0.5
0.4375
0.40625
0.34375
0.28125
0.21875
0.1875
0.125
0.0625
0.0
-0.0625
-0.125
-0.1875
-0.21875
-0.28125
-0.3125
-0.375
-0.4375
-0.46875
-0.5
-0.5625
-0.59375
-0.625
-0.65625
-0.6875
-0.71875
-0.78125
-0.8125
-0.84375
-0.875
-0.90625
-0.9375
-0.96875
-1.0
-1.03125
-1.0625
-1.125
-1.15625
-1.1875
-1.21875
-1.25
-1.28125
-1.3125
-1.34375
-1.375
-1.40625
-1.46875
-1.5
-1.53125
-1.5625
-1.625
-1.65625
-1.71875
-1.75
-1.78125
-1.84375
-1.875
-1.90625
-1.9375
-1.96875
-2.0
-2.03125
-2.0625
-2.0625
-2.09375
-2.09375
-2.125
-2.125
-2.15625
-2.15625
-2.15625
-2.1875
-2.1875
-2.21875
-2.21875
-2.25
-2.25
-2.28125
-2.3125
-2.3125
-2.34375
-2.375
-2.375
-2.40625
-2.40625
-2.40625
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.4375
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.375
-2.375
-2.375
-2.375
-2.375
-2.375
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.4375
-2.4375
-2.4375
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.46875
-2.4375
-2.4375
-2.40625
-2.40625
-2.40625
-2.40625
-2.375
-2.375
-2.375
-2.375
-2.375
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.40625
-2.375
-2.375
-2.34375
-2.3125
-2.28125
-2.28125
-2.25
-2.21875
-2.15625
-2.125
-2.09375
-2.03125
-2.0
-1.96875
-1.90625
-1.84375
-1.8125
-1.75
-1.6875
-1.625
-1.5625
-1.5
-1.4375
-1.375
-1.3125
-1.21875
-1.15625
-1.09375
-1.03125
-0.96875
-0.90625
-0.84375
-0.78125
-0.71875
-0.65625
-0.59375
-0.53125
-0.46875
-0.4375
-0.375
-0.3125
-0.25
-0.1875
-0.125
-0.0625
0.03125
0.09375
0.15625
0.21875
0.28125
0.34375
0.40625
0.46875
0.53125
0.59375
0.65625
0.71875
0.78125
0.84375
0.90625
0.9375
1.0
1.0625
1.09375
1.125
1.1875
1.21875
1.28125
1.3125
1.34375
1.40625
1.4375
1.46875
1.5
1.5
1.53125
1.53125
1.53125
1.53125
1.5
1.5
1.46875
1.4375
1.40625
1.375
1.3125
1.28125
1.21875
1.1875
1.125
1.09375
1.03125
1.0
0.9375
0.90625
0.84375
0.78125
0.75
0.6875
0.625
0.5625
0.5
0.4375
0.375
0.3125
0.21875
0.15625
0.09375
0.03125
-0.03125
-0.09375
-0.15625
-0.21875
